group1,group2,meandiff,p-adj,lower,upper,reject
AT,GI,-57.034,0.811,-130.7636,16.6957,False
AT,GL,-22.7359,0.0256,-44.7151,-0.7567,True
AT,GM,19.6893,0.4116,-3.1874,42.5661,False
AT,GN,-11.1069,1.0,-33.3575,11.1436,False
AT,GP,6.8358,1.0,-15.4451,29.1168,False
AT,GQ,-63.8737,-0.0,-87.7696,-39.9778,True
AT,GR,7.5475,1.0,-13.4859,28.5809,False
AT,GT,-5.2193,1.0,-26.4673,16.0286,False
AT,GU,-0.9821,1.0,-22.693,20.7287,False
AT,GW,-5.9844,1.0,-30.3355,18.3667,False
AT,GY,-3.2032,1.0,-24.9226,18.5162,False
AT,HN,-0.4385,1.0,-58.6868,57.8098,False
AT,HR,9.0636,1.0,-12.4313,30.5585,False
AT,HT,-6.8226,1.0,-28.3823,14.7372,False
AT,HU,0.0683,1.0,-21.5999,21.7364,False
AT,ID,-6.72,1.0,-29.3199,15.8799,False
AT,IE,1.6856,1.0,-19.9404,23.3116,False
AT,IL,5.1041,1.0,-22.0143,32.2225,False
AT,IM,-17.0662,1.0,-80.1698,46.0375,False
AT,IN,22.4035,1.0,-42.1356,86.9426,False
AT,IQ,20.8832,1.0,-19.4947,61.2611,False
AT,IS,-5.8288,1.0,-27.6355,15.9779,False
AT,IT,-8.343,1.0,-29.944,13.2581,False
AT,JE,-2.6599,1.0,-25.2047,19.8848,False
AT,JM,-23.8415,0.0082,-45.7561,-1.9269,True
AT,JO,5.9507,1.0,-15.4884,27.3899,False
AT,JP,-7.44,1.0,-29.6906,14.8106,False
AT,KE,-7.7472,1.0,-29.7733,14.279,False
AT,KG,-5.2426,1.0,-39.2153,28.7301,False
AT,KH,3.1125,1.0,-40.98,47.2049,False
AT,KI,-27.0951,0.9999,-71.8253,17.6351,False
AT,KM,-33.0665,0.0,-56.9469,-9.186,True
AT,KN,2.9335,1.0,-20.0649,25.9319,False
AT,KR,-0.5589,1.0,-35.0995,33.9817,False
AT,KW,39.2485,0.0,17.9931,60.5039,True
AT,KY,15.0011,0.9879,-6.9044,36.9066,False
AT,KZ,-15.7055,0.9509,-37.477,6.066,False
AT,LA,-11.2144,1.0,-32.6535,10.2248,False
AT,LB,3.775,1.0,-17.6642,25.2141,False
AT,LC,-16.2191,0.9596,-38.8863,6.4481,False
AT,LI,9.0825,1.0,-14.6767,32.8418,False
AT,LK,-10.2418,1.0,-90.4791,69.9955,False
AT,LR,-52.1306,-0.0,-74.3711,-29.8901,True
AT,LS,-14.9306,0.9977,-37.8194,7.9581,False
AT,LT,2.6645,1.0,-18.751,24.0801,False
AT,LU,-22.3917,0.0233,-43.9433,-0.8401,True
AT,LV,-7.5931,1.0,-29.4713,14.2852,False
AT,LY,3.9105,1.0,-22.0138,29.8349,False
AT,MA,-5.0182,1.0,-27.2487,17.2122,False
AT,MC,28.1923,0.0004,4.9909,51.3936,True
AT,MD,-14.7136,0.9994,-38.0474,8.6202,False
AT,ME,16.9476,1.0,-21.6236,55.5188,False
AT,MF,11.6766,1.0,-11.6037,34.9569,False
AT,MG,-7.5694,1.0,-32.1851,17.0463,False
AT,MH,67.6521,-0.0,42.5786,92.7255,True
AT,MK,-4.6838,1.0,-26.0915,16.724,False
AT,ML,42.9042,0.3756,-6.4764,92.2847,False
AT,MM,-10.9424,1.0,-33.8312,11.9463,False
AT,MN,-13.6582,1.0,-70.8715,43.555,False
AT,MP,-58.8106,-0.0,-81.2688,-36.3524,True
AT,MQ,25.2031,0.0029,2.9626,47.4436,True
AT,MR,-1.6139,1.0,-26.3028,23.075,False
AT,MS,-49.0773,0.0,-75.0016,-23.153,True
AT,MT,9.5927,1.0,-12.2407,31.4261,False
AT,MU,-7.9126,1.0,-29.2661,13.441,False
AT,MV,-3.2546,1.0,-25.6388,19.1295,False
AT,MW,-55.1318,0.0,-96.9603,-13.3033,True
AT,MX,-4.5894,1.0,-91.5808,82.402,False
AT,MY,7.639,1.0,-14.2939,29.572,False
AT,MZ,-28.0221,0.0002,-50.5018,-5.5425,True
AT,NA,-18.3455,0.5153,-40.2238,3.5327,False
AT,NC,18.419,0.5951,-3.9862,40.8241,False
AT,NE,-22.5709,0.1051,-46.1261,0.9843,False
AT,NF,148.0863,0.0,43.236,252.9366,True
AT,NG,-14.9311,0.9998,-39.1142,9.2519,False
AT,NI,-16.6623,1.0,-77.18,43.8554,False
AT,NL,-10.7632,1.0,-34.6284,13.1019,False
AT,NO,-7.5493,1.0,-28.8121,13.7135,False
AT,NP,-23.2181,0.0135,-45.016,-1.4202,True
AT,NR,-4.3542,1.0,-29.7593,21.0508,False
AT,NU,81.2708,0.2112,-7.7073,170.2489,False
AT,NZ,7.3155,1.0,-14.1315,28.7626,False
AT,OM,0.0601,1.0,-34.3971,34.5172,False
AT,PA,-17.4863,0.7871,-39.9126,4.9399,False
AT,PE,-12.7386,1.0,-35.1123,9.6351,False
AT,PF,-3.8046,1.0,-32.8281,25.219,False
AT,PG,-7.926,1.0,-30.8631,15.0111,False
AT,PH,4.0548,1.0,-18.0964,26.2059,False
AT,PK,40.9757,0.0008,6.4351,75.5163,True
AT,PL,-1.2222,1.0,-32.8831,30.4387,False
AT,PM,64.5347,0.0207,2.768,126.3014,True
AT,PR,-4.5329,1.0,-26.0358,16.97,False
AT,PS,-18.9893,0.6645,-42.5021,4.5234,False
AT,PT,-3.6812,1.0,-24.8057,17.4433,False
AT,PW,8.2286,1.0,-15.4274,31.8845,False
AT,PY,-4.7947,1.0,-132.769,123.1797,False
AT,QA,42.3819,0.0,21.0741,63.6898,True
AT,RE,1.6336,1.0,-58.2897,61.5568,False
AT,RO,8.941,1.0,-64.7887,82.6707,False
AT,RS,8.0506,1.0,-13.1459,29.2471,False
AT,RW,-42.8037,0.0,-67.8175,-17.79,True
AT,SA,41.5439,0.0,19.7811,63.3067,True
AT,SB,-41.475,0.0,-65.8778,-17.0722,True
AT,SC,5.6882,1.0,-17.1886,28.5649,False
AT,SE,-1.3615,1.0,-75.0912,72.3682,False
AT,SG,-1.7564,1.0,-72.2997,68.7868,False
AT,SH,42.9997,1.0,-43.9916,129.9911,False
AT,SI,13.3157,1.0,-73.6757,100.3071,False
AT,SJ,22.0497,0.99,-10.3533,54.4527,False
AT,SK,11.0219,1.0,-12.2188,34.2625,False
AT,SL,-76.7672,0.9314,-181.6175,28.0831,False
AT,SM,-27.5897,0.0014,-51.2896,-3.8898,True
AT,SN,11.9679,1.0,-15.3926,39.3284,False
AT,SO,-22.9712,0.0898,-46.7155,0.7732,False
AT,SR,-11.1861,1.0,-33.5494,11.1771,False
AT,SS,-10.2478,1.0,-90.4851,69.9895,False
AT,ST,-42.4941,1.0,-131.4722,46.484,False
AT,SV,-20.7528,0.0879,-42.1762,0.6707,False
AT,SX,-34.5524,0.0,-57.5016,-11.6031,True
AT,SZ,-6.0931,1.0,-28.6598,16.4736,False
AT,TC,9.3341,1.0,-15.1917,33.8598,False
AT,TD,27.94,0.0006,4.5656,51.3144,True
AT,TG,-20.4965,1.0,-89.1436,48.1507,False
AT,TH,14.3526,0.9986,-7.9488,36.6539,False
AT,TJ,-17.5818,0.7389,-39.8022,4.6387,False
AT,TL,-17.5243,1.0,-92.4225,57.3739,False
AT,TM,-14.8672,0.9998,-38.9524,9.218,False
AT,TN,10.1099,1.0,-11.8974,32.1171,False
AT,TO,10.1352,1.0,-53.6731,73.9435,False
AT,TR,4.2908,1.0,-18.1781,26.7597,False
AT,TT,9.0526,1.0,-42.6494,60.7546,False
AT,TV,-113.5272,-0.0,-140.4418,-86.6125,True
AT,TZ,1.3404,1.0,-20.5379,23.2186,False
AT,UA,-13.545,0.9994,-35.0159,7.9259,False
AT,UG,-15.3005,0.9872,-37.6018,7.0008,False
AT,US,6.3555,1.0,-80.6359,93.3469,False
AT,UY,20.1331,0.1419,-1.2903,41.5565,False
AT,UZ,-24.2565,0.9998,-63.7626,15.2496,False
AT,VC,-11.7126,1.0,-34.2355,10.8103,False
AT,VE,-15.5436,0.9503,-37.0788,5.9917,False
AT,VG,6.5877,1.0,-17.127,30.3023,False
AT,VI,0.1268,1.0,-22.462,22.7156,False
AT,VN,19.1328,0.4277,-3.189,41.4547,False
AT,VU,-56.1759,0.0,-89.2555,-23.0964,True
AT,WF,-67.8808,-0.0,-94.0985,-41.6631,True
AT,WS,-2.0141,1.0,-25.0249,20.9967,False
AT,YE,-14.144,1.0,-105.2574,76.9695,False
AT,YT,-5.6619,1.0,-28.9289,17.6052,False
AT,ZA,-4.8777,1.0,-27.5676,17.8122,False
AT,ZM,-28.2305,1.0,-95.9887,39.5277,False
AT,ZW,-7.9504,1.0,-29.8016,13.9009,False
AU,AW,-2.3119,1.0,-31.559,26.9352,False
AU,AZ,-18.2725,0.6617,-40.8811,4.336,False
AU,BA,1.6654,1.0,-20.856,24.1868,False
AU,BB,-1.1253,1.0,-23.9154,21.6649,False
AU,BD,-19.8854,0.2414,-41.8863,2.1154,False
AU,BE,-14.5201,1.0,-42.01,12.9698,False
AU,BF,-13.9253,1.0,-41.732,13.8814,False
AU,BG,1.2136,1.0,-21.6236,24.0507,False
AU,BH,11.2811,1.0,-9.9852,32.5475,False
AU,BI,-36.1565,0.0,-59.2088,-13.1042,True
AU,BJ,-14.1562,0.9998,-37.1287,8.8163,False
AU,BL,-21.7152,0.999,-55.6931,12.2627,False
AU,BM,4.5369,1.0,-18.8324,27.9063,False
AU,BN,-20.7518,0.2257,-43.5889,2.0854,False
AU,BO,-12.9368,1.0,-35.2105,9.3369,False
AU,BQ,18.9605,0.01,1.389,36.5321,True
AU,BR,-25.5981,0.003,-48.1978,-2.9984,True
AU,BS,8.6776,1.0,-48.8085,66.1637,False
AU,BT,-54.6621,0.9949,-136.6244,27.3001,False
AU,BW,-46.8342,0.9792,-113.9728,20.3044,False
AU,BY,-33.4685,0.0,-55.9557,-10.9812,True
AU,BZ,-28.3181,0.0001,-50.9443,-5.6918,True
AU,CA,-12.4281,1.0,-34.9238,10.0677,False
AU,CD,-27.755,1.0,-89.7745,34.2645,False
AU,CF,-55.1634,-0.0,-80.2845,-30.0424,True
AU,CG,-15.396,0.9952,-38.5197,7.7278,False
AU,CH,-9.5764,1.0,-48.0575,28.9046,False
AU,CI,-2.4256,1.0,-24.8706,20.0194,False
AU,CK,-54.0045,-0.0,-78.9733,-29.0358,True
AU,CL,-12.9836,1.0,-44.3121,18.3449,False
AU,CM,-26.969,1.0,-94.9578,41.0197,False
AU,CN,-14.235,0.9997,-37.1781,8.708,False
AU,CO,-24.1681,0.0081,-46.3712,-1.965,True
AU,CR,-24.8064,1.0,-86.8259,37.2131,False
AU,CV,-27.1391,1.0,-96.0138,41.7356,False
AU,CW,-10.1156,1.0,-33.5859,13.3547,False
AU,CY,-8.9558,1.0,-30.8993,12.9877,False
AU,CZ,7.2489,1.0,-84.0362,98.5339,False
AU,DE,-12.4721,1.0,-35.1072,10.163,False
AU,DJ,-6.8888,1.0,-30.5458,16.7681,False
AU,DK,-21.3939,0.1241,-43.9586,1.1707,False
AU,DM,-23.0542,0.111,-47.196,1.0876,False
AU,DO,-30.33,0.0,-52.6678,-7.9921,True
AU,DZ,-25.7863,0.0026,-48.4573,-3.1154,True
AU,EC,-7.6389,1.0,-94.81,79.5321,False
AU,EE,-5.6869,1.0,-27.7909,16.4171,False
AU,EG,-8.2227,1.0,-79.9973,63.5519,False
AU,ER,-47.8482,0.0,-76.3814,-19.3151,True
AU,ES,-14.489,0.8276,-33.3294,4.3514,False
AU,ET,-15.1691,0.9982,-38.5717,8.2336,False
AU,FI,-26.3623,0.6991,-59.3088,6.5843,False
AU,FJ,-26.6178,1.0,-86.2284,32.9927,False
AU,FK,-52.4073,0.0,-79.1662,-25.6483,True
AU,FM,-68.5715,0.962,-164.6458,27.5027,False
AU,FO,-3.1205,1.0,-55.485,49.244,False
AU,FR,-10.9345,1.0,-33.0839,11.2148,False
AU,GA,-8.1221,1.0,-31.0069,14.7628,False
AU,GB,-17.3985,0.8236,-39.9894,5.1924,False
AU,GD,-73.2305,0.0042,-138.7673,-7.6937,True
AU,GE,-22.9784,0.9658,-55.3059,9.3492,False
AU,GF,-17.984,0.9999,-47.703,11.7349,False
AU,GG,4.01,1.0,-19.831,27.851,False
AU,GH,-13.4449,0.9999,-35.6019,8.7121,False
AU,GI,-66.4816,0.2574,-140.4232,7.46,False
AU,GL,-32.1835,0.0,-54.8635,-9.5036,True
AU,GM,10.2417,1.0,-13.3091,33.7925,False
AU,GN,-20.5546,0.2687,-43.4976,2.3884,False
AU,GP,-2.6118,1.0,-25.5843,20.3607,False
AU,GQ,-73.3214,-0.0,-97.8633,-48.7794,True
AU,GR,-1.9001,1.0,-23.6647,19.8645,False
AU,GT,-14.667,0.9947,-36.639,7.305,False
AU,GU,-10.4298,1.0,-32.8497,11.9902,False
AU,GW,-15.432,0.9998,-40.4174,9.5534,False
AU,GY,-12.6509,1.0,-35.0792,9.7774,False
AU,HN,-9.8862,1.0,-68.4025,48.6301,False
AU,HR,-0.3841,1.0,-22.5949,21.8268,False
AU,HT,-16.2702,0.9348,-38.5439,6.0035,False
AU,HU,-9.3794,1.0,-31.758,12.9992,False
AU,ID,-16.1677,0.9817,-39.4496,7.1143,False
AU,IE,-7.7621,1.0,-30.0999,14.5758,False
AU,IL,-4.3436,1.0,-32.0329,23.3458,False
AU,IM,-26.5138,1.0,-89.8649,36.8373,False
AU,IN,12.9559,1.0,-51.8252,77.737,False
AU,IQ,11.4355,1.0,-29.3281,52.1991,False
AU,IS,-15.2764,0.9909,-37.7892,7.2364,False
AU,IT,-17.7906,0.7121,-40.1042,4.523,False
AU,JE,-12.1076,1.0,-35.336,11.1208,False
AU,JM,-33.2892,0.0,-55.9065,-10.6718,True
AU,JO,-3.4969,1.0,-25.6539,18.6601,False
AU,JP,-16.8876,0.9232,-39.8307,6.0554,False
AU,KE,-17.1948,0.8691,-39.9202,5.5306,False
AU,KG,-14.6903,1.0,-49.1205,19.7399,False
AU,KH,-6.3352,1.0,-50.7811,38.1107,False
AU,KI,-36.5427,0.6502,-81.6214,8.5359,False
AU,KM,-42.5141,0.0,-67.0411,-17.9871,True
AU,KN,-6.5142,1.0,-30.1831,17.1548,False
AU,KR,-10.0066,1.0,-44.9972,24.9841,False
AU,KW,29.8009,0.0,7.8217,51.7801,True
AU,KY,5.5535,1.0,-17.0551,28.162,False
AU,KZ,-25.1532,0.0041,-47.6319,-2.6744,True
AU,LA,-20.662,0.1589,-42.819,1.495,False
AU,LB,-5.6727,1.0,-27.8296,16.4843,False
AU,LC,-25.6667,0.0064,-49.014,-2.3194,True
AU,LI,-0.3651,1.0,-24.7741,24.0438,False
AU,LK,-19.6894,1.0,-100.1215,60.7427,False
AU,LR,-61.5782,-0.0,-84.5115,-38.645,True
AU,LS,-24.3783,0.0255,-47.9407,-0.8159,True
AU,LT,-6.7831,1.0,-28.9173,15.3511,False
AU,LU,-31.8394,0.0,-54.1051,-9.5736,True
AU,LV,-17.0407,0.8752,-39.6229,5.5414,False
AU,LY,-5.5371,1.0,-32.0581,20.9839,False
AU,MA,-14.4659,0.9994,-37.3894,8.4576,False
AU,MC,18.7446,0.7639,-5.1217,42.6109,False
AU,MD,-24.1612,0.0439,-48.1562,-0.1662,True
AU,ME,7.5,1.0,-31.4748,46.4747,False
AU,MF,2.229,1.0,-21.714,26.1719,False
AU,MG,-17.017,0.9926,-42.2604,8.2263,False
AU,MH,58.2044,-0.0,32.5145,83.8943,True
AU,MK,-14.1314,0.999,-36.258,7.9951,False
AU,ML,33.4565,0.993,-16.2399,83.1529,False
AU,MM,-20.3901,0.3908,-43.9525,3.1724,False
AU,MN,-23.1059,1.0,-80.592,34.3802,False
AU,MP,-68.2582,-0.0,-91.4027,-45.1138,True
AU,MQ,15.7555,0.9867,-7.1778,38.6887,False
AU,MR,-11.0615,1.0,-36.3763,14.2532,False
AU,MS,-58.525,-0.0,-85.046,-32.0039,True
AU,MT,0.145,1.0,-22.3936,22.6837,False
AU,MU,-17.3602,0.7595,-39.4344,4.714,False
AU,MV,-12.7023,1.0,-35.7749,10.3703,False
AU,MW,-64.5794,0.0,-106.7804,-22.3785,True
AU,MX,-14.0371,1.0,-101.2081,73.134,False
AU,MY,-1.8086,1.0,-24.4437,20.8265,False
AU,MZ,-37.4698,0.0,-60.635,-14.3045,True
AU,NA,-27.7932,0.0003,-50.3753,-5.211,True
AU,NC,8.9713,1.0,-14.1217,32.0643,False
AU,NE,-32.0186,0.0,-56.2289,-7.8082,True
AU,NF,138.6387,0.0,33.6393,243.6381,True
AU,NG,-24.3788,0.0693,-49.2004,0.4428,False
AU,NI,-26.11,1.0,-86.8857,34.6657,False
AU,NL,-20.2109,0.5833,-44.7229,4.3012,False
AU,NO,-16.9969,0.8128,-38.9833,4.9895,False
AU,NP,-32.6658,0.0,-55.17,-10.1615,True
AU,NR,-13.8019,1.0,-39.8156,12.2118,False
AU,NU,71.8232,0.6739,-17.3306,160.977,False
AU,NZ,-2.1321,1.0,-24.2967,20.0325,False
AU,OM,-9.3876,1.0,-44.2959,25.5207,False
AU,PA,-26.934,0.0013,-50.0474,-3.8205,True
AU,PE,-22.1863,0.0986,-45.2487,0.8762,False
AU,PF,-13.2522,1.0,-42.81,16.3055,False
AU,PG,-17.3736,0.9236,-40.9831,6.2358,False
AU,PH,-5.3929,1.0,-28.2395,17.4538,False
AU,PK,31.5281,0.2508,-3.4626,66.5187,False
AU,PL,-10.6699,1.0,-42.8212,21.4814,False
AU,PM,55.0871,0.2969,-6.9324,117.1066,False
AU,PR,-13.9805,0.9995,-36.1992,8.2381,False
AU,PS,-28.437,0.001,-52.6061,-4.2679,True
AU,PT,-13.1289,0.9999,-34.9815,8.7238,False
AU,PW,-1.2191,1.0,-25.5275,23.0893,False
AU,PY,-14.2423,1.0,-142.3389,113.8542,False
AU,QA,32.9343,0.0,10.9043,54.9642,True
AU,RE,-7.8141,1.0,-67.9979,52.3697,False
AU,RO,-0.5067,1.0,-74.4483,73.435,False
AU,RS,-1.397,1.0,-23.3193,20.5253,False
AU,RW,-52.2514,-0.0,-77.883,-26.6198,True
AU,SA,32.0963,0.0,9.626,54.5665,True
AU,SB,-50.9226,-0.0,-75.9584,-25.8869,True
AU,SC,-3.7595,1.0,-27.3102,19.7913,False
AU,SE,-10.8091,1.0,-84.7507,63.1325,False
AU,SG,-11.2041,1.0,-81.9688,59.5606,False
AU,SH,33.5521,1.0,-53.619,120.7232,False
AU,SI,3.868,1.0,-83.303,91.0391,False
AU,SJ,12.602,1.0,-20.2803,45.4844,False
AU,SK,1.5742,1.0,-22.3302,25.4787,False
AU,SL,-86.2148,0.5999,-191.2143,18.7846,False
AU,SM,-37.0373,0.0,-61.3885,-12.6861,True
AU,SN,2.5203,1.0,-25.4063,30.4468,False
AU,SO,-32.4188,0.0,-56.8133,-8.0244,True
AU,SR,-20.6338,0.2716,-43.6861,2.4185,False
AU,SS,-19.6954,1.0,-100.1275,60.7366,False
AU,ST,-51.9417,1.0,-141.0955,37.212,False
AU,SV,-30.2004,0.0,-52.3421,-8.0587,True
AU,SX,-44.0,0.0,-67.6213,-20.3787,True
AU,SZ,-15.5408,0.9945,-38.7905,7.709,False
AU,TC,-0.1136,1.0,-25.2692,25.0421,False
AU,TD,18.4924,0.8263,-5.5421,42.5269,False
AU,TG,-29.9441,1.0,-98.8189,38.9306,False
AU,TH,4.9049,1.0,-18.0874,27.8972,False
AU,TJ,-27.0294,0.0009,-49.9433,-4.1156,True
AU,TL,-26.9719,1.0,-102.0788,48.1349,False
AU,TM,-24.3148,0.0679,-49.0412,0.4115,False
AU,TN,0.6622,1.0,-22.0449,23.3694,False
AU,TO,0.6876,1.0,-63.3655,64.7406,False
AU,TR,-5.1569,1.0,-28.3117,17.9979,False
AU,TT,-0.395,1.0,-52.3988,51.6087,False
AU,TV,-122.9748,-0.0,-150.4647,-95.4849,True
AU,TZ,-8.1073,1.0,-30.6894,14.4749,False
AU,UA,-22.9927,0.0246,-45.1803,-0.805,True
AU,UG,-24.7481,0.0106,-47.7404,-1.7559,True
AU,US,-3.0921,1.0,-90.2632,84.0789,False
AU,UY,10.6855,1.0,-11.4563,32.8272,False
AU,UZ,-33.7042,0.4857,-73.6044,6.1961,False
AU,VC,-21.1603,0.216,-44.3675,2.047,False
AU,VE,-24.9912,0.0037,-47.2412,-2.7412,True
AU,VG,-2.86,1.0,-27.2255,21.5056,False
AU,VI,-9.3209,1.0,-32.592,13.9503,False
AU,VN,9.6852,1.0,-13.327,32.6974,False
AU,VU,-65.6236,0.0,-99.1728,-32.0743,True
AU,WF,-77.3284,-0.0,-104.1363,-50.5206,True
AU,WS,-11.4617,1.0,-35.1427,12.2193,False
AU,YE,-23.5916,1.0,-114.8767,67.6934,False
AU,YT,-15.1095,0.9994,-39.0396,8.8206,False
AU,ZA,-14.3253,0.9998,-37.6947,9.044,False
AU,ZM,-37.6782,1.0,-105.6669,30.3106,False
AU,ZW,-17.398,0.8193,-39.954,5.158,False
AW,AZ,-15.9607,1.0,-45.1524,13.2311,False
AW,BA,3.9773,1.0,-25.147,33.1017,False
AW,BB,1.1866,1.0,-28.1461,30.5193,False
AW,BD,-17.5735,0.9999,-46.2972,11.1502,False
AW,BE,-12.2082,1.0,-45.3248,20.9084,False
AW,BF,-11.6134,1.0,-44.9934,21.7667,False
AW,BG,3.5255,1.0,-25.8438,32.8947,False
AW,BH,13.593,1.0,-14.5721,41.7581,False
AW,BI,-33.8446,0.0022,-63.3815,-4.3078,True
AW,BJ,-11.8443,1.0,-41.3189,17.6303,False
AW,BL,-19.4033,1.0,-58.0752,19.2685,False
AW,BM,6.8488,1.0,-22.9361,36.6338,False
AW,BN,-18.4399,0.9995,-47.8091,10.9293,False
AW,BO,-10.6249,1.0,-39.5581,18.3084,False
AW,BQ,21.2724,0.5347,-4.2183,46.7631,False
AW,BR,-23.2862,0.7094,-52.4712,5.8987,False
AW,BS,10.9895,1.0,-49.3899,71.3688,False
AW,BT,-52.3503,0.9997,-136.367,31.6665,False
AW,BW,-44.5223,0.9989,-114.1543,25.1097,False
AW,BY,-31.1566,0.012,-60.2545,-2.0586,True
AW,BZ,-26.0062,0.2886,-55.2117,3.1993,False
AW,CA,-10.1162,1.0,-39.2207,18.9884,False
AW,CD,-25.4431,1.0,-90.1535,39.2673,False
AW,CF,-52.8516,0.0,-84.0298,-21.6733,True
AW,CG,-13.0841,1.0,-42.6767,16.5085,False
AW,CH,-7.2645,1.0,-49.9472,35.4181,False
AW,CI,-0.1137,1.0,-29.1791,28.9516,False
AW,CK,-51.6926,0.0,-82.7483,-20.637,True
AW,CL,-10.6717,1.0,-47.0377,25.6943,False
AW,CM,-24.6572,1.0,-95.1092,45.7948,False
AW,CN,-11.9231,1.0,-41.3747,17.5285,False
AW,CO,-21.8562,0.8685,-50.7351,7.0228,False
AW,CR,-22.4945,1.0,-87.2049,42.2159,False
AW,CV,-24.8272,1.0,-96.1346,46.4802,False
AW,CW,-7.8037,1.0,-37.6679,22.0604,False
AW,CY,-6.644,1.0,-35.3238,22.0359,False
AW,CZ,9.5608,1.0,-83.5734,102.6949,False
AW,DE,-10.1602,1.0,-39.3726,19.0522,False
AW,DJ,-4.577,1.0,-34.5881,25.4342,False
AW,DK,-19.082,0.9974,-48.2399,10.0758,False
AW,DM,-20.7423,0.9891,-51.1371,9.6524,False
AW,DO,-28.0181,0.0909,-57.0008,0.9646,False
AW,DZ,-23.4744,0.6869,-52.7146,5.7657,False
AW,EC,-5.3271,1.0,-94.4327,83.7786,False
AW,EE,-3.375,1.0,-32.1778,25.4278,False
AW,EG,-5.9108,1.0,-80.0229,68.2014,False
AW,ER,-45.5364,0.0,-79.5239,-11.5488,True
AW,ES,-12.1771,1.0,-38.5584,14.2042,False
AW,ET,-12.8572,1.0,-42.6682,16.9539,False
AW,FI,-24.0504,0.9991,-61.8193,13.7185,False
AW,FJ,-24.306,1.0,-86.7114,38.0995,False
AW,FK,-50.0954,0.0,-82.6078,-17.583,True
AW,FM,-66.2597,0.9914,-164.0926,31.5733,False
AW,FO,-0.8086,1.0,-56.3339,54.7166,False
AW,FR,-8.6226,1.0,-37.4603,20.215,False
AW,GA,-5.8102,1.0,-35.2165,23.5961,False
AW,GB,-15.0866,1.0,-44.2647,14.0915,False
AW,GD,-70.9186,0.0221,-139.0075,-2.8298,True
AW,GE,-20.6665,1.0,-57.8966,16.5637,False
AW,GF,-15.6722,1.0,-50.6612,19.3169,False
AW,GG,6.3219,1.0,-23.8345,36.4783,False
AW,GH,-11.133,1.0,-39.9765,17.7105,False
AW,GI,-64.1697,0.4987,-140.3824,12.043,False
AW,GL,-29.8716,0.0332,-59.1188,-0.6245,True
AW,GM,12.5536,1.0,-17.3739,42.4811,False
AW,GN,-18.2427,0.9997,-47.6943,11.2089,False
AW,GP,-0.2999,1.0,-29.7745,29.1746,False
AW,GQ,-71.0095,-0.0,-101.723,-40.2959,True
AW,GR,0.4118,1.0,-28.1314,28.9549,False
AW,GT,-12.3551,1.0,-41.0568,16.3466,False
AW,GU,-8.1179,1.0,-37.1639,20.9281,False
AW,GW,-13.1201,1.0,-44.1892,17.9489,False
AW,GY,-10.339,1.0,-39.3914,18.7134,False
AW,HN,-7.5743,1.0,-68.9353,53.7867,False
AW,HR,1.9278,1.0,-26.9571,30.8128,False
AW,HT,-13.9583,1.0,-42.8916,14.9749,False
AW,HU,-7.0675,1.0,-36.0816,21.9466,False
AW,ID,-13.8558,1.0,-43.5722,15.8606,False
AW,IE,-5.4502,1.0,-34.4328,23.5325,False
AW,IL,-2.0317,1.0,-35.314,31.2507,False
AW,IM,-24.2019,1.0,-90.1896,41.7858,False
AW,IN,15.2678,1.0,-52.094,82.6295,False
AW,IQ,13.7474,1.0,-31.004,58.4988,False
AW,IS,-12.9645,1.0,-42.0823,16.1532,False
AW,IT,-15.4787,1.0,-44.4427,13.4853,False
AW,JE,-9.7957,1.0,-39.4702,19.8788,False
AW,JM,-30.9773,0.0148,-60.1759,-1.7786,True
AW,JO,-1.185,1.0,-30.0285,27.6585,False
AW,JP,-14.5757,1.0,-44.0273,14.8759,False
AW,KE,-14.8829,1.0,-44.1653,14.3995,False
AW,KG,-12.3784,1.0,-51.4482,26.6915,False
AW,KH,-4.0233,1.0,-52.1529,44.1062,False
AW,KI,-34.2308,0.9746,-82.9453,14.4836,False
AW,KM,-40.2022,0.0,-70.9038,-9.5006,True
AW,KN,-4.2023,1.0,-34.2229,25.8183,False
AW,KR,-7.6947,1.0,-47.2593,31.87,False
AW,KW,32.1127,0.0041,3.4056,60.8199,True
AW,KY,7.8653,1.0,-21.3264,37.0571,False
AW,KZ,-22.8413,0.7649,-51.9326,6.2501,False
AW,LA,-18.3501,0.9991,-47.1936,10.4934,False
AW,LB,-3.3608,1.0,-32.2042,25.4827,False
AW,LC,-23.3548,0.7673,-53.1225,6.4128,False
AW,LI,1.9468,1.0,-28.6606,32.5542,False
AW,LK,-17.3775,1.0,-99.9023,65.1472,False
AW,LR,-59.2663,-0.0,-88.7103,-29.8223,True
AW,LS,-22.0664,0.9209,-52.0031,7.8703,False
AW,LT,-4.4712,1.0,-33.2972,24.3547,False
AW,LU,-29.5275,0.0336,-58.4546,-0.6003,True
AW,LV,-14.7288,1.0,-43.9002,14.4425,False
AW,LY,-3.2252,1.0,-35.5421,29.0916,False
AW,MA,-12.154,1.0,-41.5904,17.2824,False
AW,MC,21.0565,0.9791,-9.1199,51.2329,False
AW,MD,-21.8493,0.9505,-52.1276,8.429,False
AW,ME,9.8118,1.0,-33.3164,52.9401,False
AW,MF,4.5408,1.0,-25.6963,34.7779,False
AW,MG,-14.7052,1.0,-45.982,16.5717,False
AW,MH,60.5163,0.0,28.8779,92.1547,True
