group1,group2,meandiff,p-adj,lower,upper,reject
GE,JO,19.4815,0.9999,-12.4814,51.4443,False
GE,JP,6.0907,1.0,-26.4219,38.6034,False
GE,KE,5.7836,1.0,-26.5759,38.143,False
GE,KG,8.2881,1.0,-33.1381,49.7143,False
GE,KH,16.6432,1.0,-33.4181,66.7044,False
GE,KI,-13.5644,1.0,-64.1882,37.0595,False
GE,KM,-19.5357,1.0,-53.1849,14.1134,False
GE,KN,16.4642,1.0,-16.5647,49.4931,False
GE,KR,12.9718,1.0,-28.9214,54.865,False
GE,KW,52.7792,0.0,20.9394,84.6191,True
GE,KY,28.5318,0.3134,-3.7457,60.8093,False
GE,KZ,-2.1748,1.0,-34.3615,30.0119,False
GE,LA,2.3164,1.0,-29.6465,34.2792,False
GE,LB,17.3057,1.0,-14.6571,49.2685,False
GE,LC,-2.6884,1.0,-35.4876,30.1108,False
GE,LI,22.6132,0.9928,-10.9499,56.1764,False
GE,LK,3.2889,1.0,-80.3771,86.955,False
GE,LR,-38.5999,0.0008,-71.1056,-6.0941,True
GE,LS,-1.3999,1.0,-34.3526,31.5527,False
GE,LT,16.1952,1.0,-15.7518,48.1422,False
GE,LU,-8.861,1.0,-40.8993,23.1773,False
GE,LV,5.9376,1.0,-26.3214,38.1966,False
GE,LY,17.4412,1.0,-17.6879,52.5704,False
GE,MA,8.5125,1.0,-23.9864,41.0114,False
GE,MC,41.723,0.0001,8.5524,74.8936,True
GE,MD,-1.1829,1.0,-34.4462,32.0805,False
GE,ME,30.4783,0.993,-14.7955,75.7521,False
GE,MF,25.2073,0.8627,-8.0185,58.4331,False
GE,MG,5.9613,1.0,-28.2135,40.1361,False
GE,MH,81.1828,-0.0,46.6768,115.6887,True
GE,MK,8.8469,1.0,-23.0948,40.7887,False
GE,ML,56.4349,0.0278,1.6588,111.2109,True
GE,MM,2.5883,1.0,-30.3644,35.5409,False
GE,MN,-0.1275,1.0,-62.0576,61.8026,False
GE,MP,-45.2799,0.0,-77.9349,-12.6248,True
GE,MQ,38.7338,0.0007,6.2281,71.2396,True
GE,MR,11.9168,1.0,-22.3107,46.1444,False
GE,MS,-35.5466,0.0399,-70.6757,-0.4175,True
GE,MT,23.1234,0.9568,-9.1052,55.352,False
GE,MU,5.6182,1.0,-26.2873,37.5236,False
GE,MV,10.2761,1.0,-22.3281,42.8803,False
GE,MW,-41.6011,0.3912,-89.6803,6.4781,False
GE,MX,8.9413,1.0,-81.2224,99.105,False
GE,MY,21.1697,0.9972,-11.1264,53.4658,False
GE,MZ,-14.4914,1.0,-47.1613,18.1784,False
GE,NA,-4.8148,1.0,-37.0738,27.4442,False
GE,NC,31.9497,0.0727,-0.669,64.5683,False
GE,NE,-9.0402,1.0,-42.4593,24.3788,False
GE,NF,161.617,0.0,54.1202,269.1139,True
GE,NG,-1.4004,1.0,-35.2649,32.464,False
GE,NI,-3.1316,1.0,-68.1268,61.8636,False
GE,NL,2.7675,1.0,-30.8707,36.4057,False
GE,NO,5.9814,1.0,-25.8634,37.8262,False
GE,NP,-9.6874,1.0,-41.8919,22.5171,False
GE,NR,9.1765,1.0,-25.5712,43.9241,False
GE,NU,94.8015,0.0282,2.7196,186.8835,True
GE,NZ,20.8462,0.9977,-11.1219,52.8143,False
GE,OM,13.5908,1.0,-28.2336,55.4152,False
GE,PA,-3.9556,1.0,-36.5888,28.6775,False
GE,PE,0.7921,1.0,-31.8049,33.3891,False
GE,PF,9.7261,1.0,-27.7485,47.2008,False
GE,PG,5.6047,1.0,-27.3816,38.591,False
GE,PH,17.5855,1.0,-14.8592,50.0302,False
GE,PK,54.5064,0.0,12.6132,96.3996,True
GE,PL,12.3085,1.0,-27.244,51.8609,False
GE,PM,78.0655,0.0009,11.9057,144.2252,True
GE,PR,8.9978,1.0,-23.0078,41.0034,False
GE,PS,-5.4586,1.0,-38.8478,27.9305,False
GE,PT,9.8495,1.0,-21.9031,41.6021,False
GE,PW,21.7593,0.998,-11.7309,55.2494,False
GE,PY,8.736,1.0,-121.4155,138.8875,False
GE,QA,55.9126,0.0,24.0377,87.7875,True
GE,RE,15.1643,1.0,-49.2778,79.6063,False
GE,RO,22.4717,1.0,-54.9754,99.9188,False
GE,RS,21.5813,0.9909,-10.2192,53.3819,False
GE,RW,-29.273,0.4635,-63.7356,5.1896,False
GE,SA,55.0746,0.0,22.8938,87.2554,True
GE,SB,-27.9443,0.5986,-61.966,6.0775,False
GE,SC,19.2189,1.0,-13.7254,52.1632,False
GE,SE,12.1692,1.0,-65.2779,89.6163,False
GE,SG,11.7743,1.0,-62.6457,86.1942,False
GE,SH,56.5304,0.9995,-33.6332,146.6941,False
GE,SI,26.8464,1.0,-63.3173,117.01,False
GE,SJ,35.5804,0.3046,-4.5685,75.7293,False
GE,SK,24.5526,0.9152,-8.6455,57.7507,False
GE,SL,-63.2365,1.0,-170.7333,44.2603,False
GE,SM,-14.059,1.0,-47.5802,19.4622,False
GE,SN,25.4986,0.973,-10.7034,61.7006,False
GE,SO,-9.4405,1.0,-42.9931,24.1121,False
GE,SR,2.3446,1.0,-30.2453,34.9344,False
GE,SS,3.2829,1.0,-80.3831,86.949,False
GE,ST,-28.9634,1.0,-121.0453,63.1186,False
GE,SV,-7.222,1.0,-39.1743,24.7302,False
GE,SX,-21.0216,0.9991,-54.0164,11.9731,False
GE,SZ,7.4376,1.0,-25.2922,40.1674,False
GE,TC,22.8648,0.9939,-11.2453,56.9748,False
GE,TD,41.4708,0.0002,8.1789,74.7626,True
GE,TG,-6.9658,1.0,-79.591,65.6594,False
GE,TH,27.8833,0.4297,-4.6641,60.4307,False
GE,TJ,-4.0511,1.0,-36.5431,28.441,False
GE,TL,-3.9936,1.0,-82.5539,74.5667,False
GE,TM,-1.3365,1.0,-35.1312,32.4582,False
GE,TN,23.6406,0.934,-8.7061,55.9872,False
GE,TO,23.6659,1.0,-44.4038,91.7356,False
GE,TR,17.8215,1.0,-14.841,50.4839,False
GE,TT,22.5833,1.0,-34.2945,79.4611,False
GE,TV,-99.9965,-0.0,-135.8626,-64.1303,True
GE,TZ,14.8711,1.0,-17.3879,47.1301,False
GE,UA,-0.0143,1.0,-31.9984,31.9698,False
GE,UG,-1.7698,1.0,-34.3172,30.7776,False
GE,US,19.8862,1.0,-70.2774,110.0499,False
GE,UY,33.6638,0.0173,1.7116,65.6161,True
GE,UZ,-10.7258,1.0,-56.7988,35.3472,False
GE,VC,1.8181,1.0,-30.8815,34.5177,False
GE,VE,-2.0128,1.0,-34.0402,30.0145,False
GE,VG,20.1184,0.9999,-13.4133,53.65,False
GE,VI,13.6575,1.0,-19.0875,46.4025,False
GE,VN,32.6635,0.0471,0.1021,65.225,True
GE,VU,-42.6452,0.0194,-83.3422,-1.9483,True
GE,WF,-54.3501,0.0,-89.6963,-19.0039,True
GE,WS,11.5166,1.0,-21.5209,44.5542,False
GE,YE,-0.6133,1.0,-94.7602,93.5337,False
GE,YT,7.8688,1.0,-25.3477,41.0854,False
GE,ZA,8.653,1.0,-24.1619,41.4679,False
GE,ZM,-14.6998,1.0,-86.4853,57.0857,False
GE,ZW,5.5803,1.0,-26.6603,37.821,False
GF,GG,21.994,0.9555,-8.6202,52.6083,False
GF,GH,4.5392,1.0,-24.7827,33.861,False
GF,GI,-48.4976,0.9992,-124.8926,27.8975,False
GF,GL,-14.1995,1.0,-43.9185,15.5195,False
GF,GM,28.2257,0.1681,-2.163,58.6145,False
GF,GN,-2.5706,1.0,-32.4908,27.3497,False
GF,GP,15.3722,1.0,-14.5706,45.3151,False
GF,GQ,-55.3373,0.0,-86.5005,-24.1741,True
GF,GR,16.0839,1.0,-12.9426,45.1104,False
GF,GT,3.3171,1.0,-25.8653,32.4994,False
GF,GU,7.5543,1.0,-21.9668,37.0753,False
GF,GW,2.552,1.0,-28.9616,34.0656,False
GF,GY,5.3332,1.0,-24.1942,34.8605,False
GF,HN,8.0979,1.0,-53.4894,69.6852,False
GF,HR,17.6,0.9999,-11.7626,46.9626,False
GF,HT,1.7138,1.0,-27.6963,31.124,False
GF,HU,8.6047,1.0,-20.885,38.0943,False
GF,ID,1.8164,1.0,-28.3646,31.9973,False
GF,IE,10.222,1.0,-19.2368,39.6807,False
GF,IL,13.6405,1.0,-20.0573,47.3383,False
GF,IM,-8.5298,1.0,-74.7279,57.6684,False
GF,IN,30.9399,1.0,-36.628,98.5079,False
GF,IQ,29.4196,0.9976,-15.6416,74.4808,False
GF,IS,2.7076,1.0,-26.884,32.2993,False
GF,IT,0.1934,1.0,-29.247,29.6338,False
GF,JE,5.8765,1.0,-24.2632,36.0161,False
GF,JM,-15.3051,1.0,-44.9764,14.3661,False
GF,JO,14.4871,1.0,-14.8347,43.809,False
GF,JP,1.0964,1.0,-28.8238,31.0167,False
GF,KE,0.7892,1.0,-28.9645,30.5429,False
GF,KG,3.2938,1.0,-36.1305,42.7181,False
GF,KH,11.6488,1.0,-36.7689,60.0666,False
GF,KI,-18.5587,1.0,-67.5579,30.4405,False
GF,KM,-24.5301,0.7552,-55.6815,6.6214,False
GF,KN,11.4699,1.0,-19.0106,41.9504,False
GF,KR,7.9775,1.0,-31.9372,47.8922,False
GF,KW,47.7849,0.0,18.5972,76.9726,True
GF,KY,23.5375,0.7292,-6.127,53.202,False
GF,KZ,-7.1691,1.0,-36.7348,22.3966,False
GF,LA,-2.678,1.0,-31.9998,26.6439,False
GF,LB,12.3114,1.0,-17.0104,41.6332,False
GF,LC,-7.6827,1.0,-37.914,22.5487,False
GF,LI,17.6189,1.0,-13.4396,48.6775,False
GF,LK,-1.7054,1.0,-84.3985,80.9878,False
GF,LR,-43.5942,0.0,-73.5069,-13.6814,True
GF,LS,-6.3943,1.0,-36.7921,24.0036,False
GF,LT,11.2009,1.0,-18.1037,40.5055,False
GF,LU,-13.8553,1.0,-43.2595,15.5488,False
GF,LV,0.9433,1.0,-28.7011,30.5877,False
GF,LY,12.4469,1.0,-20.2976,45.1915,False
GF,MA,3.5182,1.0,-26.3871,33.4234,False
GF,MC,36.7287,0.0006,6.0947,67.3626,True
GF,MD,-6.1772,1.0,-36.9115,24.5571,False
GF,ME,25.484,1.0,-17.9656,68.9336,False
GF,MF,20.213,0.9967,-10.4807,50.9067,False
GF,MG,0.967,1.0,-30.7515,32.6855,False
GF,MH,76.1885,-0.0,44.1134,108.2635,True
GF,MK,3.8526,1.0,-25.4463,33.1515,False
GF,ML,51.4406,0.0929,-1.8377,104.7188,False
GF,MM,-2.406,1.0,-32.8038,27.9918,False
GF,MN,-5.1218,1.0,-65.7311,55.4875,False
GF,MP,-50.2742,0.0,-80.3491,-20.1992,True
GF,MQ,33.7395,0.0033,3.8268,63.6523,True
GF,MR,6.9225,1.0,-24.8529,38.6979,False
GF,MS,-40.5409,0.0002,-73.2854,-7.7964,True
GF,MT,18.1291,0.9998,-11.4822,47.7404,False
GF,MU,0.6238,1.0,-28.6355,29.8832,False
GF,MV,5.2818,1.0,-24.7379,35.3015,False
GF,MW,-46.5954,0.0455,-92.9609,-0.2299,True
GF,MX,3.947,1.0,-85.3146,93.2086,False
GF,MY,16.1754,1.0,-13.5094,45.8602,False
GF,MZ,-19.4857,0.9983,-49.5767,10.6052,False
GF,NA,-9.8091,1.0,-39.4535,19.8353,False
GF,NC,26.9553,0.2632,-3.08,56.9907,False
GF,NE,-14.0345,1.0,-44.9373,16.8682,False
GF,NF,156.6227,0.0,49.8814,263.3641,True
GF,NG,-6.3947,1.0,-37.7787,24.9892,False
GF,NI,-8.1259,1.0,-71.8639,55.612,False
GF,NL,-2.2268,1.0,-33.3665,28.9128,False
GF,NO,0.9871,1.0,-28.206,30.1803,False
GF,NP,-14.6817,1.0,-44.2669,14.9034,False
GF,NR,4.1821,1.0,-28.1528,36.5171,False
GF,NU,89.8072,0.0662,-1.3917,181.0061,False
GF,NZ,15.8519,1.0,-13.4757,45.1795,False
GF,OM,8.5965,1.0,-31.2461,48.439,False
GF,PA,-8.9499,1.0,-39.0011,21.1012,False
GF,PE,-4.2022,1.0,-34.2141,25.8097,False
GF,PF,4.7318,1.0,-30.5173,39.9809,False
GF,PG,0.6104,1.0,-29.8238,31.0446,False
GF,PH,12.5912,1.0,-17.2552,42.4376,False
GF,PK,49.5121,0.0002,9.5974,89.4268,True
GF,PL,7.3142,1.0,-30.1364,44.7647,False
GF,PM,73.0711,0.0035,8.1461,137.9962,True
GF,PR,4.0035,1.0,-25.365,33.372,False
GF,PS,-10.453,1.0,-41.3234,20.4175,False
GF,PT,4.8552,1.0,-24.2374,33.9477,False
GF,PW,16.765,1.0,-14.2147,47.7446,False
GF,PY,3.7417,1.0,-125.7865,133.2699,False
GF,QA,50.9183,0.0,21.6923,80.1443,True
GF,RE,10.17,1.0,-53.0039,73.3438,False
GF,RO,17.4774,1.0,-58.9177,93.8724,False
GF,RS,16.587,1.0,-12.5579,45.7319,False
GF,RW,-34.2673,0.0122,-66.2958,-2.2389,True
GF,SA,50.0803,0.0,20.521,79.6396,True
GF,SB,-32.9386,0.0211,-64.4922,-1.385,True
GF,SC,14.2246,1.0,-16.1642,44.6134,False
GF,SE,7.1749,1.0,-69.2201,83.5699,False
GF,SG,6.78,1.0,-66.5445,80.1044,False
GF,SH,51.5361,1.0,-37.7255,140.7977,False
GF,SI,21.8521,1.0,-67.4095,111.1137,False
GF,SJ,30.5861,0.6851,-7.4939,68.6661,False
GF,SK,19.5583,0.999,-11.1054,50.222,False
GF,SL,-68.2308,0.999,-174.9722,38.5106,False
GF,SM,-19.0533,0.9998,-50.0665,11.9599,False
GF,SN,20.5043,0.9999,-13.3886,54.3972,False
GF,SO,-14.4348,1.0,-45.482,16.6124,False
GF,SR,-2.6497,1.0,-32.6539,27.3544,False
GF,SS,-1.7114,1.0,-84.4046,80.9817,False
GF,ST,-33.9577,1.0,-125.1566,57.2412,False
GF,SV,-12.2164,1.0,-41.5267,17.094,False
GF,SX,-26.016,0.4395,-56.4594,4.4275,False
GF,SZ,2.4433,1.0,-27.7128,32.5993,False
GF,TC,17.8705,1.0,-13.7783,49.5192,False
GF,TD,36.4764,0.0008,5.7113,67.2416,True
GF,TG,-11.9601,1.0,-83.4623,59.5421,False
GF,TH,22.889,0.8451,-7.0691,52.847,False
GF,TJ,-9.0454,1.0,-38.9432,20.8525,False
GF,TL,-8.9879,1.0,-86.5113,68.5355,False
GF,TM,-6.3308,1.0,-37.6394,24.9778,False
GF,TN,18.6463,0.9995,-11.0935,48.386,False
GF,TO,18.6716,1.0,-48.1987,85.5419,False
GF,TR,12.8272,1.0,-17.2558,42.9101,False
GF,TT,17.589,1.0,-37.8477,73.0257,False
GF,TV,-104.9908,-0.0,-138.5248,-71.4567,True
GF,TZ,9.8768,1.0,-19.7676,39.5212,False
GF,UA,-5.0086,1.0,-34.3536,24.3364,False
GF,UG,-6.7641,1.0,-36.7221,23.1939,False
GF,US,14.8919,1.0,-74.3697,104.1535,False
GF,UY,28.6695,0.0745,-0.6408,57.9798,False
GF,UZ,-15.7201,1.0,-60.0018,28.5616,False
GF,VC,-3.1762,1.0,-33.2996,26.9471,False
GF,VE,-7.0072,1.0,-36.3993,22.385,False
GF,VG,15.1241,1.0,-15.9004,46.1485,False
GF,VI,8.6632,1.0,-21.5094,38.8358,False
GF,VN,27.6692,0.1832,-2.3041,57.6425,False
GF,VU,-47.6395,0.0002,-86.2969,-8.9822,True
GF,WF,-59.3444,0.0,-92.3217,-26.3671,True
GF,WS,6.5223,1.0,-23.9675,37.0121,False
GF,YE,-5.6076,1.0,-98.891,87.6758,False
GF,YT,2.8745,1.0,-27.8091,33.5582,False
GF,ZA,3.6587,1.0,-26.5897,33.9071,False
GF,ZM,-19.6941,1.0,-90.3433,50.955,False
GF,ZW,0.586,1.0,-29.0385,30.2105,False
GG,GH,-17.4549,0.8948,-40.799,5.8892,False
GG,GI,-70.4916,0.123,-144.7976,3.8144,False
GG,GL,-36.1935,0.0,-60.0346,-12.3525,True
GG,GM,6.2317,1.0,-18.4392,30.9026,False
GG,GN,-24.5646,0.0343,-48.656,-0.4732,True
GG,GP,-6.6218,1.0,-30.7413,17.4977,False
GG,GQ,-77.3314,-0.0,-102.9502,-51.7126,True
GG,GR,-5.9101,1.0,-28.8821,17.0619,False
GG,GT,-18.677,0.6714,-41.8456,4.4916,False
GG,GU,-14.4398,0.9998,-38.0336,9.154,False
GG,GW,-19.442,0.898,-45.4859,6.6019,False
GG,GY,-16.6609,0.9714,-40.2626,6.9409,False
GG,HN,-13.8962,1.0,-72.8722,45.0799,False
GG,HR,-4.3941,1.0,-27.7893,19.0012,False
GG,HT,-20.2802,0.3939,-43.7351,3.1747,False
GG,HU,-13.3894,1.0,-36.944,10.1652,False
GG,ID,-20.1777,0.5738,-44.5921,4.2367,False
GG,IE,-11.7721,1.0,-35.2879,11.7438,False
GG,IL,-8.3536,1.0,-37.0017,20.2946,False
GG,IM,-30.5238,1.0,-94.2998,33.2522,False
GG,IN,8.9459,1.0,-56.2508,74.1425,False
GG,IQ,7.4255,1.0,-33.9953,48.8464,False
GG,IS,-19.2864,0.6323,-42.9685,4.3957,False
GG,IT,-21.8006,0.1703,-45.2934,1.6922,False
GG,JE,-16.1176,0.9961,-40.481,8.2458,False
GG,JM,-37.2992,0.0,-61.0807,-13.5177,True
GG,JO,-7.5069,1.0,-30.851,15.8372,False
GG,JP,-20.8976,0.3817,-44.9891,3.1938,False
GG,KE,-21.2048,0.2985,-45.0891,2.6795,False
GG,KG,-18.7003,1.0,-53.9061,16.5056,False
GG,KH,-10.3452,1.0,-55.3947,34.7043,False
GG,KI,-40.5527,0.2983,-86.2266,5.1211,False
GG,KM,-46.5241,0.0,-72.1285,-20.9197,True
GG,KN,-10.5242,1.0,-35.3079,14.2596,False
GG,KR,-14.0166,1.0,-49.7708,21.7376,False
GG,KW,25.7909,0.0047,2.6154,48.9663,True
GG,KY,1.5434,1.0,-22.2296,25.3165,False
GG,KZ,-29.1632,0.0002,-52.8129,-5.5135,True
GG,LA,-24.672,0.0161,-48.0161,-1.3279,True
GG,LB,-9.6827,1.0,-33.0267,13.6614,False
GG,LC,-29.6767,0.0004,-54.1535,-5.2,True
GG,LI,-4.3751,1.0,-29.8665,21.1163,False
GG,LK,-23.6994,1.0,-104.4666,57.0677,False
GG,LR,-65.5882,-0.0,-89.6704,-41.5061,True
GG,LS,-28.3883,0.0019,-53.0704,-3.7063,True
GG,LT,-10.7931,1.0,-34.1155,12.5293,False
GG,LU,-35.8494,0.0,-59.2968,-12.402,True
GG,LV,-21.0507,0.3038,-44.7987,2.6973,False
GG,LY,-9.5471,1.0,-37.0677,17.9734,False
GG,MA,-18.4759,0.8331,-42.5488,5.597,False
GG,MC,14.7346,1.0,-10.2377,39.7069,False
GG,MD,-28.1712,0.0037,-53.2666,-3.0759,True
GG,ME,3.4899,1.0,-36.1717,43.1516,False
GG,MF,-1.7811,1.0,-26.8266,23.2645,False
GG,MG,-21.0271,0.7009,-47.3185,5.2644,False
GG,MH,54.1944,-0.0,27.4739,80.9149,True
GG,MK,-18.1415,0.7935,-41.4567,5.1738,False
GG,ML,29.4465,1.0,-20.7904,79.6834,False
GG,MM,-24.4001,0.0618,-49.0821,0.282,False
GG,MN,-27.1159,1.0,-85.0699,30.8381,False
GG,MP,-72.2682,-0.0,-96.5515,-47.9849,True
GG,MQ,11.7455,1.0,-12.3367,35.8276,False
GG,MR,-15.0715,1.0,-41.4316,11.2885,False
GG,MS,-62.535,-0.0,-90.0555,-35.0144,True
GG,MT,-3.865,1.0,-27.5716,19.8417,False
GG,MU,-21.3702,0.196,-44.6357,1.8953,False
GG,MV,-16.7123,0.9847,-40.9271,7.5026,False
GG,MW,-68.5894,0.0,-111.4256,-25.7533,True
GG,MX,-18.0471,1.0,-105.5274,69.4333,False
GG,MY,-5.8186,1.0,-29.617,17.9798,False
GG,MZ,-41.4798,0.0,-65.7829,-17.1766,True
GG,NA,-31.8032,0.0,-55.5512,-8.0552,True
GG,NC,4.9613,1.0,-19.273,29.1956,False
GG,NE,-36.0286,0.0,-61.3299,-10.7273,True
GG,NF,134.6287,0.0001,29.3724,239.885,True
GG,NG,-28.3888,0.0068,-54.2756,-2.502,True
GG,NI,-30.12,1.0,-91.3385,31.0985,False
GG,NL,-24.2209,0.1274,-49.811,1.3693,False
GG,NO,-21.0069,0.2338,-44.1892,2.1753,False
GG,NP,-36.6758,0.0,-60.3497,-13.0018,True
GG,NR,-17.8119,0.9966,-44.8438,9.22,False
GG,NU,67.8132,0.8646,-21.643,157.2694,False
GG,NZ,-6.1421,1.0,-29.4935,17.2092,False
GG,OM,-13.3976,1.0,-49.0712,22.276,False
GG,PA,-30.944,0.0001,-55.1978,-6.6902,True
GG,PE,-26.1963,0.0093,-50.4015,-1.9911,True
GG,PF,-17.2622,1.0,-47.72,13.1955,False
GG,PG,-21.3836,0.3933,-46.1105,3.3432,False
GG,PH,-9.4029,1.0,-33.4026,14.5968,False
GG,PK,27.518,0.8254,-8.2362,63.2722,False
GG,PL,-14.6799,1.0,-47.6605,18.3007,False
GG,PM,51.0771,0.6157,-11.3764,113.5306,False
GG,PR,-17.9905,0.8287,-41.3932,5.4121,False
GG,PS,-32.447,0.0001,-57.7088,-7.1852,True
GG,PT,-17.1389,0.906,-40.1943,5.9166,False
GG,PW,-5.2291,1.0,-30.6243,20.1661,False
GG,PY,-18.2523,1.0,-146.5595,110.0549,False
GG,QA,28.9243,0.0002,5.7007,52.1478,True
GG,RE,-11.8241,1.0,-72.455,48.8068,False
GG,RO,-4.5167,1.0,-78.8226,69.7893,False
GG,RS,-5.407,1.0,-28.5285,17.7144,False
GG,RW,-56.2614,-0.0,-82.9259,-29.5969,True
GG,SA,28.0863,0.0008,4.4446,51.7279,True
GG,SB,-54.9326,-0.0,-81.0249,-28.8404,True
GG,SC,-7.7695,1.0,-32.4404,16.9015,False
GG,SE,-14.8191,1.0,-89.1251,59.4868,False
GG,SG,-15.2141,1.0,-86.3594,55.9312,False
GG,SH,29.5421,1.0,-57.9383,117.0224,False
GG,SI,-0.142,1.0,-87.6223,87.3384,False
GG,SJ,8.592,1.0,-25.1016,42.2857,False
GG,SK,-2.4358,1.0,-27.4445,22.573,False
GG,SL,-90.2248,0.4274,-195.4812,15.0315,False
GG,SM,-41.0474,0.0,-66.4835,-15.6112,True
GG,SN,-1.4897,1.0,-30.3672,27.3877,False
GG,SO,-36.4288,0.0,-61.9063,-10.9513,True
GG,SR,-24.6438,0.0351,-48.8393,-0.4482,True
GG,SS,-23.7055,1.0,-104.4726,57.0617,False
GG,ST,-55.9517,0.9996,-145.4079,33.5045,False
GG,SV,-34.2104,0.0,-57.54,-10.8808,True
GG,SX,-48.01,0.0,-72.7482,-23.2718,True
GG,SZ,-19.5508,0.6916,-43.9345,4.8329,False
GG,TC,-4.1236,1.0,-30.3309,22.0837,False
GG,TD,14.4824,1.0,-10.6507,39.6155,False
GG,TG,-33.9541,1.0,-103.2199,35.3116,False
GG,TH,0.8949,1.0,-23.2434,25.0332,False
GG,TJ,-31.0394,0.0001,-55.1031,-6.9758,True
GG,TL,-30.9819,1.0,-106.4475,44.4836,False
GG,TM,-28.3249,0.0066,-54.1203,-2.5294,True
GG,TN,-3.3478,1.0,-27.2147,20.5191,False
GG,TO,-3.3224,1.0,-67.7958,61.1509,False
GG,TR,-9.1669,1.0,-33.4601,15.1263,False
GG,TT,-4.405,1.0,-56.9256,48.1155,False
GG,TV,-126.9848,-0.0,-155.4402,-98.5294,True
GG,TZ,-12.1173,1.0,-35.8653,11.6307,False
GG,UA,-27.0027,0.0017,-50.3759,-3.6294,True
GG,UG,-28.7582,0.0007,-52.8965,-4.6198,True
GG,US,-7.1021,1.0,-94.5825,80.3782,False
GG,UY,6.6755,1.0,-16.6542,30.0051,False
GG,UZ,-37.7142,0.1662,-78.2856,2.8573,False
GG,VC,-25.1703,0.0258,-49.5135,-0.8271,True
GG,VE,-29.0012,0.0002,-52.4336,-5.5688,True
GG,VG,-6.87,1.0,-32.3199,18.5799,False
GG,VI,-13.3309,1.0,-37.735,11.0733,False
GG,VN,5.6752,1.0,-18.4821,29.8325,False
GG,VU,-69.6336,-0.0,-103.9784,-35.2888,True
GG,WF,-81.3384,-0.0,-109.1355,-53.5414,True
GG,WS,-15.4717,0.9996,-40.267,9.3235,False
GG,YE,-27.6016,1.0,-119.182,63.9788,False
GG,YT,-19.1195,0.846,-44.1528,5.9137,False
GG,ZA,-18.3353,0.8928,-42.8331,6.1624,False
GG,ZM,-41.6882,0.9999,-110.073,26.6966,False
GG,ZW,-21.408,0.2462,-45.1311,2.3151,False
GH,GI,-53.0367,0.9549,-126.8196,20.7462,False
GH,GL,-18.7386,0.4809,-40.8956,3.4183,False
GH,GM,23.6866,0.0293,0.639,46.7342,True
GH,GN,-7.1097,1.0,-29.5359,15.3165,False
GH,GP,10.8331,1.0,-11.6233,33.2894,False
GH,GQ,-59.8765,-0.0,-83.936,-35.817,True
GH,GR,11.5448,1.0,-9.6743,32.7639,False
GH,GT,-1.2221,1.0,-22.6539,20.2097,False
GH,GU,3.0151,1.0,-18.8757,24.9059,False
GH,GW,-1.9871,1.0,-26.4988,22.5245,False
GH,GY,0.794,1.0,-21.1053,22.6933,False
GH,HN,3.5587,1.0,-54.7569,61.8743,False
GH,HR,13.0608,0.9999,-8.6158,34.7374,False
GH,HT,-2.8253,1.0,-24.5663,18.9157,False
GH,HU,4.0655,1.0,-17.7829,25.9139,False
GH,ID,-2.7228,1.0,-25.4956,20.05,False
GH,IE,5.6828,1.0,-16.1238,27.4895,False
GH,IL,9.1013,1.0,-18.1613,36.364,False
GH,IM,-13.0689,1.0,-76.2347,50.0968,False
GH,IN,26.4008,1.0,-38.1991,91.0006,False
GH,IQ,24.8804,0.9998,-15.5945,65.3554,False
GH,IS,-1.8315,1.0,-23.8174,20.1543,False
GH,IT,-4.3457,1.0,-26.1276,17.4362,False
GH,JE,1.3373,1.0,-21.3808,24.0554,False
GH,JM,-19.8443,0.2605,-41.9372,2.2486,False
GH,JO,9.948,1.0,-11.6734,31.5693,False
GH,JP,-3.4427,1.0,-25.8689,18.9834,False
GH,KE,-3.7499,1.0,-25.9534,18.4536,False
GH,KG,-1.2454,1.0,-35.3334,32.8426,False
GH,KH,7.1097,1.0,-37.0716,51.291,False
GH,KI,-23.0978,1.0,-67.9156,21.72,False
GH,KM,-29.0692,0.0004,-53.1134,-5.025,True
GH,KN,6.9307,1.0,-16.2376,30.0991,False
GH,KR,3.4383,1.0,-31.2157,38.0923,False
GH,KW,43.2457,-0.0,21.8066,64.6849,True
GH,KY,18.9983,0.4134,-3.0855,41.0822,False
GH,KZ,-11.7083,1.0,-33.6592,10.2427,False
GH,LA,-7.2171,1.0,-28.8385,14.4042,False
GH,LB,7.7722,1.0,-13.8491,29.3936,False
GH,LC,-12.2218,1.0,-35.0614,10.6178,False
GH,LI,13.0798,1.0,-10.844,37.0036,False
GH,LK,-6.2445,1.0,-86.5307,74.0417,False
GH,LR,-48.1333,-0.0,-70.5495,-25.7171,True
GH,LS,-10.9334,1.0,-33.9929,12.1261,False
GH,LT,6.6618,1.0,-14.9362,28.2598,False
GH,LU,-18.3945,0.4777,-40.1273,3.3384,False
GH,LV,-3.5958,1.0,-25.6527,18.461,False
GH,LY,7.9078,1.0,-18.1674,33.983,False
GH,MA,-1.021,1.0,-23.4272,21.3852,False
GH,MC,32.1895,0.0,8.8196,55.5594,True
GH,MD,-10.7163,1.0,-34.2177,12.785,False
GH,ME,20.9448,1.0,-17.7279,59.6176,False
GH,MF,15.6738,0.9944,-7.7744,39.122,False
GH,MG,-3.5722,1.0,-28.3467,21.2024,False
GH,MH,71.6493,-0.0,46.4199,96.8787,True
GH,MK,-0.6866,1.0,-22.2768,20.9037,False
